标题,标题链接,wb_text,wb_text_链接,wb_handle
"
            沐沐兔-：为你鼓掌 希望你和家人永远幸福下去        ",https://weibo.com/5537334468,沐沐兔-,,赞
"
            w一路繁花相送：我正在努力        ",https://weibo.com/3277606615,w一路繁花相送,,赞
"
            是花芯实诚呵：谢谢你～        ",https://weibo.com/7432312712,是花芯实诚呵,https://vip.weibo.com/personal?from=main,赞
"
            Beautiful_Trick：欢乐的《谭谈交通》最伤感的一集，和《活着》一样令人泪目，祝愿平凡而善良的人平安幸福的活着        ",https://weibo.com/3775131713,Beautiful_Trick,https://vip.weibo.com/personal?from=main,赞
"
            一口小胖：热烈鼓掌        ",https://weibo.com/happyleslie,一口小胖,https://weibo.com/1805524974/KbshsucVn?type=comment,赞
"
            im分转合由：这个是谭sir吗，不像啊。        ",https://weibo.com/1816800014,im分转合由,,赞
"
            温暖_似阳光的笑容：看谭警官太快乐了        ",https://weibo.com/5189542379,温暖_似阳光的笑容,,赞
"
            你最亲爱的好伙伴：…        ",https://weibo.com/5300362548,你最亲爱的好伙伴,,赞
"
            红樱桃绿芭蕉1：我们改变不了活着的事实，那就改变活着的态度。🙏        ",https://weibo.com/5642338415,红樱桃绿芭蕉1,,赞
"
            木村拓哉锵：@骑到二仙桥        ",https://weibo.com/7160124479,木村拓哉锵,https://weibo.com/n/%E9%AA%91%E5%88%B0%E4%BA%8C%E4%BB%99%E6%A1%A5?from=feed&loc=at,赞
"
            Thisisus-：前妻去世和女儿生日是同一天        ",https://weibo.com/6132142774,Thisisus-,,赞
"
            阿沅的大月亮：呜呜呜真好❤️        ",https://weibo.com/6045994807,阿沅的大月亮,,赞
"
            牛林博：政府还是要照顾一下        ",https://weibo.com/5381589940,牛林博,,赞
"
            无聊无聊无聊无聊无无无聊：又是火葬场又是刨出来！哈哈哈        ",https://weibo.com/2595744753,无聊无聊无聊无聊无无无聊,,1
"
            小杨Younnng：福贵。        ",https://weibo.com/6307171561,小杨Younnng,https://vip.weibo.com/personal?from=main,赞
"
            孤痞--邹-_-：黑夜里的一盏灯        ",https://weibo.com/luxylhydffxm,孤痞--邹-_-,https://weibo.com/1805524974/KbshsucVn?type=comment,赞
"
            Miss圈圈：希望大爷越过越好！        ",https://weibo.com/vivianchu,Miss圈圈,,赞
"
            Causeafish-：@Leftingun        ",https://weibo.com/1944987101,Causeafish-,https://weibo.com/n/Leftingun?from=feed&loc=at,赞
"
            超麻小花椒：@榎本智喵 谭sir中年发福了        ",https://weibo.com/1950096791,超麻小花椒,https://weibo.com/n/%E6%A6%8E%E6%9C%AC%E6%99%BA%E5%96%B5?from=feed&loc=at,赞
"
            疯了个蕊蕊蕊：热烈的鼓掌！！！👏👏👏👏        ",https://weibo.com/2702915755,疯了个蕊蕊蕊,,赞
"
            一口小胖：热烈鼓掌👏        ",https://weibo.com/happyleslie,一口小胖,https://weibo.com/1805524974/KbshsucVn?type=comment,赞
"
            三宿土：@别找啦没有啦 ！！！快看！        ",https://weibo.com/5863652863,三宿土,https://weibo.com/n/%E5%88%AB%E6%89%BE%E5%95%A6%E6%B2%A1%E6%9C%89%E5%95%A6?from=feed&loc=at,赞
"
            Steven阚：祝福他和家人身体健康 生活越来越好 希望小盆友快快乐乐长大        ",https://weibo.com/2138547870,Steven阚,https://vip.weibo.com/personal?from=main,赞
"
            林当当当当：观音桥与谭sir相遇，如今有妻有女，现在被大家所祝福也勉励了众人，冥冥之中似乎早已安排        ",https://weibo.com/6190987066,林当当当当,,赞
"
            打开窗户看阳光：向大爷看齐热爱生活        ",https://weibo.com/3135418967,打开窗户看阳光,,1
"
            InAvici：很感慨大爷就像扎导正联里说的那样，这个世界伤痕累累，支离破碎，无法改变，但世界不能在过去修复，只有在未来才能。想想自己过去也挺多遗憾的但是也只有在未来去弥补了！！        ",https://weibo.com/5885471601,InAvici,,赞
"
            辛浪不倒闭我不改ID：群众的力量果然强大十年后还能找到，感觉网红应该也能找到他        ",https://weibo.com/3181252671,辛浪不倒闭我不改ID,https://kefu.weibo.com/faqdetail?id=20848,赞
"
            滚烫的圆仔吖：妹妹🧍‍♀️和我同一天生日🎂 希望大爷一家未来的生活可以平安幸福 我也即将努力        ",https://weibo.com/5656890474,滚烫的圆仔吖,,赞
"
            哔哩巴比卜：@酸奶味的螺旋菌        ",https://weibo.com/lollipop101,哔哩巴比卜,https://vip.weibo.com/personal?from=main,赞
"
            北君平：好感动啊，要是当地政府能及时跟踪记录好这个贫困家庭的情况，在需要和合适的时候，能提供及时的政府“照顾”，那样一定更让所有人都放心安心。祝大爷一家生活幸福        ",https://weibo.com/2038266084,北君平,,赞
"
            luncenfeifei：大爷快快乐乐的生活        ",https://weibo.com/5529351998,luncenfeifei,https://vip.weibo.com/personal?from=main,赞
"
            chenchen33063：为大爷鼓掌👏👏👏        ",https://weibo.com/6175980553,chenchen33063,https://kefu.weibo.com/faqdetail?id=20848,赞
"
            横看成火侧成冰：谭sir，你又🔥了        ",https://weibo.com/6923150168,横看成火侧成冰,https://vip.weibo.com/personal?from=main,赞
"
            路潇瑶：女儿是六月初五生的，以前那个女儿是六月初五去世的        ",https://weibo.com/5660521642,路潇瑶,,赞
"
            言心木：他前妻和没出世的女儿2000年六月初六去世，现在的女儿六月初五出生，这是什么神奇的缘分        ",https://weibo.com/zhanzhitao0605,言心木,,赞
"
            夫子贺：往前看有光        ",https://weibo.com/1844930014,夫子贺,https://weibo.com/1805524974/KbshsucVn?type=comment,赞
"
            头发每天都在爆炸：努力生活的人太让人感动了        ",https://weibo.com/2317269573,头发每天都在爆炸,https://vip.weibo.com/personal?from=main,赞
"
            一个屿子酱：“福贵”大爷 为您 热烈的鼓掌👏👏👏        ",https://weibo.com/2473440301,一个屿子酱,https://weibo.com/1805524974/KbshsucVn?type=comment,赞
"
            千叶粥子：对不起 视频很感动 但是这句真的好好笑哈哈哈哈哈//@烂裤裆乐队:请最快的速度送我去火葬场哈哈哈哈哈        ",https://weibo.com/3955232028,千叶粥子,https://vip.weibo.com/personal?from=main,赞
"
            阳光窗台与你：往前看        ",https://weibo.com/5698505938,阳光窗台与你,,赞
"
            阳光窗台与你：向前看        ",https://weibo.com/5698505938,阳光窗台与你,,赞
"
            Takecareee：@_卡斯_        ",https://weibo.com/3877471262,Takecareee,https://weibo.com/n/_%E5%8D%A1%E6%96%AF_?from=feed&loc=at,赞
"
            有嘴却无言：这个回访真棒        ",https://weibo.com/7570956551,有嘴却无言,,赞
"
            加美呀-：你怎么变化这么大        ",https://weibo.com/5171937385,加美呀-,,赞
"
            混在数码圈的美食po主：向前看        ",https://weibo.com/5604559985,混在数码圈的美食po主,https://verified.weibo.com/verify,赞
"
            碧落燕华：希望他开心幸福的活着。现在国家政策好，国家养活他。        ",https://weibo.com/qinvivin,碧落燕华,,赞
"
            吃不饱的槐安酱酱酱：@大象会游泳哈哈哈        ",https://weibo.com/5704337686,吃不饱的槐安酱酱酱,https://weibo.com/n/%E5%A4%A7%E8%B1%A1%E4%BC%9A%E6%B8%B8%E6%B3%B3%E5%93%88%E5%93%88%E5%93%88?from=feed&loc=at,赞
"
            大蝎虎连子：蹲一张网红们集体围在成都火葬场的照片        ",https://weibo.com/6625774966,大蝎虎连子,https://vip.weibo.com/personal?from=main,赞
"
            张赛艇：大爷身体可以啊        ",https://weibo.com/6618375796,张赛艇,,赞
"
            小胖子终会瘦下的：“夺笋”“夺笋”        ",https://weibo.com/wdytomato,小胖子终会瘦下的,https://weibo.com/1805524974/KbshsucVn?type=comment,赞
"
            快乐小子拯救世界：@_小山田心子        ",https://weibo.com/3041855187,快乐小子拯救世界,https://vip.weibo.com/personal?from=main,赞
"
            物华阁小铺子：我将要努力        ",https://weibo.com/2194089904,物华阁小铺子,,赞
"
            无名小路8：看了您采访的那个大爷，果断关注了，您是一个执法有温度的交警，不论社会怎么发展，人性执法才是最有力量的        ",https://weibo.com/3816121720,无名小路8,,赞
"
            有嘴却无言：最快的速度送我去火葬场，哈哈        ",https://weibo.com/7570956551,有嘴却无言,,赞
"
            北爱尔兰和苏格兰独立运动促进会：请向前看        ",https://weibo.com/6211429089,北爱尔兰和苏格兰独立运动促进会,,赞
"
            渣浪是汪汪：玲师傅普通话说得好        ",https://weibo.com/7189044135,渣浪是汪汪,,赞
"
            逍遥蚊哥：我去，谭sir也是难逃岁月啊~~~        ",https://weibo.com/herrchan,逍遥蚊哥,https://verified.weibo.com/verify,赞
"
            罗门哥鲁多史密斯：@ceglin        ",https://weibo.com/3275827015,罗门哥鲁多史密斯,https://weibo.com/n/ceglin?from=feed&loc=at,赞
"
            馬游野山椒：让我想起在微信读书上看到有人写的一段话：“所以噢，即使只是平凡地活着也很伟大，这世上的每个人都清晰地明白自己最终会迎来灭亡，却还是选择尽力以自己喜欢的方式度过每一天。从极度宏观的角度来看，对生活的渴望就是伟大的。”        ",https://weibo.com/6420214516,馬游野山椒,,1
"
            强强好2018：谢谢这些有心人，知道他们过上安乐的生活就好了。        ",https://weibo.com/6538485118,强强好2018,,赞
"
            -乙骨忧太：大爷很屌啊 ""我是没有选择。只能慢慢克服 向前看"" 生命中很多事情就是没有办法选择的 出身 父母 运气 开局抽到了什么牌就打什么牌 心态不崩就是最好的馈赠 大爷那种接踵而至的苦难我也经历过 根本没有办法招架 不过。就像达拉斯买家俱乐部那样 尽力舞好颠簸牛背上的八秒就行 起码真正的活过就足够了        ",https://weibo.com/5403808952,-乙骨忧太,,2
"
            渣浪是汪汪：重庆观音桥，中国4A级旅游区        ",https://weibo.com/7189044135,渣浪是汪汪,,赞
"
            襕裙：也挺好        ",https://weibo.com/xyuwei,襕裙,,赞
"
            Zheruii：感人，大爷从来就没有被生活打败        ",https://weibo.com/morganbrowning,Zheruii,,赞
"
            G_万恶的拖延症：“平凡的人们给我最多感动”        ",https://weibo.com/9527gzl12138,G_万恶的拖延症,,赞
"
            林泉生：我没努力过，我正在努力        ",https://weibo.com/2674350523,林泉生,,赞
"
            张日龙在熬羊肉汤：血书，找找气球哥        ",https://weibo.com/5350115513,张日龙在熬羊肉汤,,赞
"
            阿强跟住去边：送上诚挚的祝福！！！！        ",https://weibo.com/axin2013,阿强跟住去边,,赞
"
            橘猫阿黄：活着就好，自力更生更好。        ",https://weibo.com/7408749982,橘猫阿黄,,赞
"
            淡妆丶怎么抹：向前看，真好        ",https://weibo.com/3266849982,淡妆丶怎么抹,,赞
"
            易轩堂李老师：加油吧，为了生活        ",https://weibo.com/5566016699,易轩堂李老师,,赞
"
            滑石板萨菲娜：希望没有蛆虫去打扰他们一家人的生活        ",https://weibo.com/2047815412,滑石板萨菲娜,https://vip.weibo.com/personal?from=main,赞
"
            你第一吗：励志！        ",https://weibo.com/xuyongbingBONG,你第一吗,,赞
"
            谓阿难：很好的题材被油嘴滑舌糟蹋了，不是一个阶级的人，没有一个阶级的心        ",https://weibo.com/2053732761,谓阿难,,赞
"
            打工工工人：当初看过这个视频        ",https://weibo.com/ejacky5553,打工工工人,https://weibo.com/1805524974/KbshsucVn?type=comment,赞
"
            乔克叔叔1874：@_何处风景如画  玲师傅让我想起来了你的学姐        ",https://weibo.com/5374187432,乔克叔叔1874,https://weibo.com/n/_%E4%BD%95%E5%A4%84%E9%A3%8E%E6%99%AF%E5%A6%82%E7%94%BB?from=feed&loc=at,赞
"
            悠咖园艺：        ",https://weibo.com/1104348092,悠咖园艺,,赞
"
            语法狂魔收我为徒可好：需要帮助的话，吱一声。        ",https://weibo.com/1578042237,语法狂魔收我为徒可好,,赞
"
            许宝月：福贵大爷的狗不一定是被人偷了，结合之前说的狗狗养了10多年已经是条老狗了，它有可能是觉得自己快不行了，就离开主人，自己找个地方……我老家邻居的一条狗也是这么养了10多年，忽然没了        ",https://weibo.com/xubaoyue,许宝月,https://verified.weibo.com/verify,1
"
            -乙骨忧太：我觉得这比小说动漫里的人物带劲多了 那一句向前看比埃尔文团长的生命怒吼来得更要有力量 大爷会结婚不出奇的 这么好性格的人 现实很多性格人品差到一塌涂地的人不都也结婚了么 真正的中国正能量 不领低保自力更生 而且还养着弟弟 大爷现在的结局对一个好人来说就是做好的 希望那些网红别恶心大爷一家        ",https://weibo.com/5403808952,-乙骨忧太,,赞
"
            扁桃体永不-发言：为什么不要补贴，那是国家该给你的，也是减轻家庭负担的，女儿以后用钱地方多        ",https://weibo.com/2643110503,扁桃体永不-发言,,赞
"
            刘永红xfqp：祝这位向前看的朋友，一生平安        ",https://weibo.com/2506230012,刘永红xfqp,,赞
"
            叶正强-YZQ：正道的光！        ",https://weibo.com/3305730883,叶正强-YZQ,https://weibo.com/1805524974/KbshsucVn?type=comment,赞
"
            a叨逼叨：段子真是张口就来，好喜欢幽默的人儿        ",https://weibo.com/5380694449,a叨逼叨,,赞
"
            林小左287：大爷的乐观精神让我敬佩，但是这么穷这么老的情况下，还生孩子，抱歉无法认同。        ",https://weibo.com/2421531924,林小左287,,赞
"
            你说的这个昵称它好听么：找找二仙桥成化大道大爷吧        ",https://weibo.com/7158426415,你说的这个昵称它好听么,,1
"
            长安有雨oo：哈哈哈哈哈哈哈哈哈        ",https://weibo.com/1748006082,长安有雨oo,,赞
"
            学生豆芽菜：@椰子李Lee        ",https://weibo.com/5656020843,学生豆芽菜,https://weibo.com/n/%E6%A4%B0%E5%AD%90%E6%9D%8ELee?from=feed&loc=at,1
"
            艾波854114：        ",https://weibo.com/2006358785,艾波854114,,赞
"
            反正就是不值得：我觉得低保还是得给，全村最困难的人都不能吃低保，这就有问题！        ",https://weibo.com/2670463717,反正就是不值得,,1
"
            民谣姑娘和远方：我看到有人问玲师傅的联系方式，如果你们是从b站过来的就不会这么问了，因为b站直接就是谭警官和玲师傅联合投稿的不用谢我，请叫我雷锋        ",https://weibo.com/3844599225,民谣姑娘和远方,,1
"
            红糖冲冲糕：@咸蛋黄油小饼干        ",https://weibo.com/7059749975,红糖冲冲糕,https://weibo.com/n/%E5%92%B8%E8%9B%8B%E9%BB%84%E6%B2%B9%E5%B0%8F%E9%A5%BC%E5%B9%B2?from=feed&loc=at,赞
"
            Y_oungOG：@逗逼的派大星        ",https://weibo.com/5025551122,Y_oungOG,https://weibo.com/n/%E9%80%97%E9%80%BC%E7%9A%84%E6%B4%BE%E5%A4%A7%E6%98%9F?from=feed&loc=at,赞
"
            最佳Fans：给老哥和爱人找一份工作吧 帮孩子找一个公立学校吧🙏🏻        ",https://weibo.com/younghe02,最佳Fans,https://verified.weibo.com/verify,1
"
            是火箭队的武藏耶：@紫玉小汤圆        ",https://weibo.com/1724719295,是火箭队的武藏耶,https://weibo.com/n/%E7%B4%AB%E7%8E%89%E5%B0%8F%E6%B1%A4%E5%9C%86?from=feed&loc=at,赞
"
            没有名字的孟周小观众：三年高考五年模拟，做的头破血流        ",https://weibo.com/7382502541,没有名字的孟周小观众,,1
"
            Cecilia_alaa：可以怎么给他表达点心意吗        ",https://weibo.com/3850086521,Cecilia_alaa,,赞
"
            月前树下的池塘：@停止昼眠        ",https://weibo.com/5469132471,月前树下的池塘,https://weibo.com/n/%E5%81%9C%E6%AD%A2%E6%98%BC%E7%9C%A0?from=feed&loc=at,赞
"
            小熊de机器：为谭警官点赞        ",https://weibo.com/7435330970,小熊de机器,,1
"
            lhrcx_：为您热烈鼓掌        ",https://weibo.com/5912296361,lhrcx_,,赞
"
            Sunny_Forever19：平凡的人们给了最多感动！        ",https://weibo.com/kathy719,Sunny_Forever19,https://weibo.com/1805524974/KbshsucVn?type=comment,赞
"
            MyaminM：我要努力过        ",https://weibo.com/2163412050,MyaminM,,赞
"
            CRAFTSMAN德阳：谭哥，加油        ",https://weibo.com/3965220085,CRAFTSMAN德阳,,赞
"
            桃源乡工口生物：我还是一如既往        ",https://weibo.com/1895155961,桃源乡工口生物,,赞
"
            廣東第一首富：@红豆冰加钵仔糕 @清萊姊妹0406-        ",https://weibo.com/1823224982,廣東第一首富,https://weibo.com/1805524974/KbshsucVn?type=comment,赞
"
            胡一刀99：在哪里植的发  很不错        ",https://weibo.com/2123861003,胡一刀99,,赞
"
            吖len：警官发际线瞩目哈哈        ",https://weibo.com/alenissb,吖len,,赞
"
            乾坤元素：三年高考五年模拟？？魔鬼        ",https://weibo.com/boshuma,乾坤元素,,1
"
            扁桃体永不-发言：川岛警官，还想看你谭谈交通        ",https://weibo.com/2643110503,扁桃体永不-发言,,赞
"
            TracyMcGrady111111111：👏👏👏        ",https://weibo.com/iamazombie,TracyMcGrady111111111,,赞
"
            瑞博：我努力过        ",https://weibo.com/juunxiaojun99,瑞博,,赞
"
            偷偷偷小偷的兜：她女儿的生日，竟然跟我同一天，缘分呐，哈哈哈，住老爷爷一家人健康快乐        ",https://weibo.com/2875870140,偷偷偷小偷的兜,,赞
"
            郑秀晶老公啊：@反省凡心损梵行0        ",https://weibo.com/6118779414,郑秀晶老公啊,https://weibo.com/n/%E5%8F%8D%E7%9C%81%E5%87%A1%E5%BF%83%E6%8D%9F%E6%A2%B5%E8%A1%8C0?from=feed&loc=at,赞
"
            幸运豆豆豆豆豆豆豆：@机智豆豆豆豆豆豆豆        ",https://weibo.com/2920106371,幸运豆豆豆豆豆豆豆,https://weibo.com/n/%E6%9C%BA%E6%99%BA%E8%B1%86%E8%B1%86%E8%B1%86%E8%B1%86%E8%B1%86%E8%B1%86%E8%B1%86?from=feed&loc=at,赞
"
            王江鸟：谭Sir XXXXL？？？        ",https://weibo.com/2172211550,王江鸟,https://weibo.com/1805524974/KbshsucVn?type=comment,赞
"
            壹个小号-：@GGLL_QQ        ",https://weibo.com/6020244266,壹个小号-,https://weibo.com/n/GGLL_QQ?from=feed&loc=at,赞
"
            有钱我买葡萄：结果温馨又搞笑。        ",https://weibo.com/6531744446,有钱我买葡萄,,赞
"
            万言俱損：狗勾        ",https://weibo.com/3266338227,万言俱損,https://vip.weibo.com/personal?from=main,赞
"
            梦想的旅行NJ：政府应该给福贵大爷的残疾弟弟办理低保！！！        ",https://weibo.com/1980233340,梦想的旅行NJ,,2
"
            某大公司实习生：一堆网红正在高速路上        ",https://weibo.com/2648690360,某大公司实习生,https://weibo.com/1805524974/KbshsucVn?type=comment,赞
"
            ARMafans：我没得办法选择 就慢慢地克服 往前看 真好        ",https://weibo.com/6023619455,ARMafans,,赞
"
            幸福路804号：真好        ",https://weibo.com/1605386787,幸福路804号,https://weibo.com/1805524974/KbshsucVn?type=comment,赞
"
            海豹66队：祝福大爷        ",https://weibo.com/6746786779,海豹66队,,赞
"
            YAOJIDONG：你大爷还是你大爷，十年前就摆了谭sir一道，还老来得子        ",https://weibo.com/2159626290,YAOJIDONG,,赞
"
            大洋缘梦：大爷真棒        ",https://weibo.com/dayang666,大洋缘梦,https://weibo.com/1805524974/KbshsucVn?type=comment,赞
"
            苏越吟199705：人永远都要向前看！        ",https://weibo.com/6301223465,苏越吟199705,,赞
"
            午雨车2015：我一直在努力，从不敢停歇        ",https://weibo.com/5722686302,午雨车2015,,赞
"
            昔日的暖阳印小溪：看到大爷说给我热烈鼓掌👏，我哭了。看到女孩子引用余华老师的话说：如果我们不能改变活着的事实，我们就改变活着的态度，这句话很有力量。        ",https://weibo.com/2210293540,昔日的暖阳印小溪,,1
"
            Se7en_袁：我想要玲师傅联系方式        ",https://weibo.com/2615317085,Se7en_袁,,赞
"
            梁溫玉1978：最快速度送我去火葬场百度啊，你可真长点儿心吧，啥钱你都敢挣导航还不好使，丢人不        ",https://weibo.com/3100390393,梁溫玉1978,,赞
"
            拖延症晚期接受话疗：“请最快的速度送我去火葬场”可还行        ",https://weibo.com/cookiesoso,拖延症晚期接受话疗,https://weibo.com/1805524974/KbshsucVn?type=comment,1
"
            -李一人：@小茆出现了-        ",https://weibo.com/5352848953,-李一人,https://weibo.com/n/%E5%B0%8F%E8%8C%86%E5%87%BA%E7%8E%B0%E4%BA%86-?from=feed&loc=at,赞
"
            YAOJIDONG：小姐姐微博呢?        ",https://weibo.com/2159626290,YAOJIDONG,,赞
"
            蕾拉少女：@八三夭金牌殺手        ",https://weibo.com/2643106703,蕾拉少女,https://vip.weibo.com/personal?from=main,赞
"
            狗狗小艾的主人：谭警宫还是这幽默        ",https://weibo.com/5185429753,狗狗小艾的主人,,赞
"
            跑龙套的_2008：大爷        ",https://weibo.com/1501503163,跑龙套的_2008,,赞
"
            CocoStudio-Mond-chen：只能说新中国新时代！福贵悲剧不会再上演！        ",https://weibo.com/thefamilynameischen,CocoStudio-Mond-chen,,赞
"
            zhxxyt的夏天：终于看到谭警官本人的微博        ",https://weibo.com/3995207769,zhxxyt的夏天,,赞
"
            无自立更生能力者：这个结尾，🉑️        ",https://weibo.com/2431977522,无自立更生能力者,,赞
"
            Tutu-Cheung：向前看        ",https://weibo.com/5062613241,Tutu-Cheung,,赞
"
            嗨咿呀呀哟：最美的结局，祝大爷以后事事顺心，健康长寿，闺女学业有成        ",https://weibo.com/5348591634,嗨咿呀呀哟,,赞
"
            KaninWei：網紅們在去蹭熱度的路上了        ",https://weibo.com/weikaning,KaninWei,,赞
"
            打工妹小艾：@__March__        ",https://weibo.com/5901227274,打工妹小艾,https://weibo.com/n/__March__?from=feed&loc=at,赞
"
            探戈要趟着走：向前看        ",https://weibo.com/5112229975,探戈要趟着走,,赞
"
            就你瞎说大实话：放心了加油各位生活还在        ",https://weibo.com/2004643467,就你瞎说大实话,,赞
"
            漪房·SKW·MTT：我活着        ",https://weibo.com/2297163593,漪房·SKW·MTT,https://weibo.com/1805524974/KbshsucVn?type=comment,赞
"
            千面道心：祝大爷一切安好吧。我也碰到一个苦难而坚强的人。是个99年的小伙子他爹在他七八岁车祸没了，爷奶也没了，母亲还病重。他在公司一个人做三个人的活还带出了很多徒弟，行业精英。都是生活磨练出来的。一切安好吧        ",https://weibo.com/5569619640,千面道心,,1
"
            贝尔Art：很棒，是余华，不是于华，字幕错啦        ",https://weibo.com/2784720784,贝尔Art,,赞
"
            角落里的哀伤2016：谭谈胖了。大爷也是有担当有责任的人，弟弟照顾了这么多年也是不容易…… 希望大爷未来的生活能更好        ",https://weibo.com/5180466530,角落里的哀伤2016,,赞
"
            天虞七夜Nanaya：往前看，努力活着，不枉人间走一遭        ",https://weibo.com/7192264991,天虞七夜Nanaya,,赞
"
            mmsszztt：大爷这个条件居然还不要低保，脱贫了吗？全面小康可别掉队啊。        ",https://weibo.com/yimingdai,mmsszztt,,1
"
            另类圣徒之天山童姥：        ",https://weibo.com/1729431794,另类圣徒之天山童姥,,赞
"
            亲爱的是你不：        ",https://weibo.com/6163265965,亲爱的是你不,https://kefu.weibo.com/faqdetail?id=20848,赞
"
            在草原上录广播：认真生活就会有好事发生        ",https://weibo.com/6374280055,在草原上录广播,,赞
"
            银河星辰的尘埃：别让无良直播蹭热度啊，想起那个90多岁的摆摊老奶奶        ",https://weibo.com/3982941342,银河星辰的尘埃,,赞
"
            YAOJIDONG：这是个人微博吗？        ",https://weibo.com/2159626290,YAOJIDONG,,赞
"
            捞到月亮了吗xx：大爷真的是传奇啊，谁能想到如今他是守得云开见月明了呢？        ",https://weibo.com/6222221098,捞到月亮了吗xx,,1
"
            腊月拾火柴：向前看！努力！奋斗！        ",https://weibo.com/3854404532,腊月拾火柴,,赞
"
            SXY就是要飞：我也好想找个驴照顾我，还能被人报道，成为励志大师呢，而且还能站在道德制高点批评别人的工作劳动毫无意义，仅仅因为又男又老。        ",https://weibo.com/7478278724,SXY就是要飞,,赞
"
            listen-heart：整蒙圈了//@烂裤裆乐队:请最快的速度送我去火葬场哈哈哈哈哈        ",https://weibo.com/3220015170,listen-heart,https://weibo.com/n/%E7%83%82%E8%A3%A4%E8%A3%86%E4%B9%90%E9%98%9F?from=feed&loc=at,赞
"
            xxiuuukaoxx：真好感动        ",https://weibo.com/7360401088,xxiuuukaoxx,,赞
"
            Blueonline：60几岁的大爷，女儿5岁了……看来我还可以努力一下        ",https://weibo.com/blueonline,Blueonline,https://verified.weibo.com/verify,赞
"
            冰小乐lg：不是说，要给大爷的弟弟办伤残补助嘛？？        ",https://weibo.com/1926164617,冰小乐lg,,赞
"
            子源君：哈哈哈，谭警官有微博哦，来晚了，失敬失敬        ",https://weibo.com/1215894794,子源君,,赞
"
            Qiane_Aug：        ",https://weibo.com/2803729233,Qiane_Aug,,赞
"
            深蓝蓝-：👏👏👏👏👏👏👏👏👏        ",https://weibo.com/1791481913,深蓝蓝-,https://weibo.com/1805524974/KbshsucVn?type=comment,赞
"
            南布洲厡住民：转发微博        ",https://weibo.com/1764837673,南布洲厡住民,https://vip.weibo.com/personal?from=main,赞
"
            Roma和Amor：哇 找到了！！！        ",https://weibo.com/5082682858,Roma和Amor,,赞
"
            灰鼠今天灰灰哒：大爷太可爱了，希望大爷一家以后都顺顺利利的        ",https://weibo.com/2903137997,灰鼠今天灰灰哒,,赞
"
            锹人：这才是正能量！平凡、伟大。。。        ",https://weibo.com/1865049210,锹人,https://kefu.weibo.com/faqdetail?id=20848,赞
"
            第五次改id：        ",https://weibo.com/lizhipeng123,第五次改id,https://weibo.com/1805524974/KbshsucVn?type=comment,赞
"
            齊天小賤賤：胖了胖了，10年是谭sir的杀猪刀        ",https://weibo.com/2727195994,齊天小賤賤,https://verified.weibo.com/verify,赞
"
            这里有只鍾泳泳_：@肥霖不再        ",https://weibo.com/5457595753,这里有只鍾泳泳_,https://weibo.com/n/%E8%82%A5%E9%9C%96%E4%B8%8D%E5%86%8D?from=feed&loc=at,赞
"
            守望之地：穿羽绒服？你不在成都哈哈哈        ",https://weibo.com/1655552671,守望之地,,赞
"
            7-明：@-pussycat        ",https://weibo.com/2894098951,7-明,https://weibo.com/1805524974/KbshsucVn?type=comment,赞
"
            Xiao柒-珏：好人一生平安        ",https://weibo.com/5391830076,Xiao柒-珏,,赞
"
            来一份杨枝甘露-：所以说，六月初五对大爷来说真是一个特殊的日子啊。既是父亲的忌日，又是女儿的生日        ",https://weibo.com/5285782686,来一份杨枝甘露-,,赞
"
            第一个夜晚的眼：往前看有光        ",https://weibo.com/1803819887,第一个夜晚的眼,,赞
"
            米奇不在迪士尼：热烈鼓掌👏🏻👏🏻👏🏻        ",https://weibo.com/6584897534,米奇不在迪士尼,,赞
"
            阿德里斯：@摸鱼又缺德 我前两天还看这个来着 这么快就有后续了        ",https://weibo.com/5654060149,阿德里斯,https://weibo.com/n/%E6%91%B8%E9%B1%BC%E5%8F%88%E7%BC%BA%E5%BE%B7?from=feed&loc=at,赞
"
            小刘鸭的鼻孔猫在哪呢：看着这些人的生活能够变好，真好        ",https://weibo.com/6490292601,小刘鸭的鼻孔猫在哪呢,,赞
"
            奔向幸福的小猴子耶：等下看        ",https://weibo.com/6345873455,奔向幸福的小猴子耶,,赞
"
            狂吃土少女41843：我正在努力        ",https://weibo.com/6822695731,狂吃土少女41843,,赞
"
            coie1985：积极向上正能量！        ",https://weibo.com/5587734779,coie1985,https://vip.weibo.com/personal?from=main,赞
"
            smart蔚子：十年，谭警官长膘了        ",https://weibo.com/2410719867,smart蔚子,,1
"
            这是个很长很好听的名字：如果这个大爷被找到的时候是孤身一人，步履蹒跚，我真的会觉得这人间没有温度，现在有妻有女，实在是老天爷看到了他的悲苦        ",https://weibo.com/6768745418,这是个很长很好听的名字,,赞
"
            泓锦2011：谭SIR能不能找到当年所有的当事人啊，看看他们的近况        ",https://weibo.com/1001925951,泓锦2011,,赞
"
            抱着芒果雪糕啃：“网红”别去打扰人家的生活！！！！！！        ",https://weibo.com/7314224455,抱着芒果雪糕啃,,1
"
            Pinyin__：真好啊真好        ",https://weibo.com/2704691831,Pinyin__,,赞
"
            iamgar：我正在努力！！        ",https://weibo.com/1902892091,iamgar,https://weibo.com/1805524974/KbshsucVn?type=comment,赞
"
            热心市民钟生：        ",https://weibo.com/1927701681,热心市民钟生,https://weibo.com/1805524974/KbshsucVn?type=comment,赞
